GPL_NAME,GPL_TYPE,GSS_CD,GSS_NM,GSS_ENTITY_CD,GSS_ENTITY_NM,16/02/2020,17/02/2020,18/02/2020,19/02/2020,20/02/2020,21/02/2020,22/02/2020,23/02/2020,24/02/2020,25/02/2020,26/02/2020,27/02/2020,28/02/2020,29/02/2020,01/03/2020,02/03/2020,03/03/2020,04/03/2020,05/03/2020,06/03/2020,07/03/2020,08/03/2020,09/03/2020,10/03/2020,11/03/2020,12/03/2020,13/03/2020,14/03/2020,15/03/2020,16/03/2020,17/03/2020,18/03/2020,19/03/2020,20/03/2020,21/03/2020,22/03/2020,23/03/2020,24/03/2020,25/03/2020,26/03/2020,27/03/2020,28/03/2020,29/03/2020
Herefordshire,Residential,E06000019,"Herefordshire, County of",E06,Unitary Authority,NA,7,5,3,4,3,0,NA,1,1,1,0,1,1,NA,0,0,0,0,0,0,NA,0,1,1,2,2,2,NA,2,5,8,9,10,10,NA,13,20,22,23,24,NA,NA
Hertfordshire,Retail & recreation,E10000015,Hertfordshire,E10,County,-15,9,6,2,4,4,-4,-9,-4,-1,-1,-2,-1,4,3,4,2,-1,-4,4,-1,-2,0,0,-1,0,-3,-8,-18,-3,-11,-17,-18,-27,-48,-59,-44,-69,-71,-72,-74,-82,-85
Hertfordshire,Grocery & pharmacy,E10000015,Hertfordshire,E10,County,-9,2,-1,-3,-3,0,0,-2,0,7,1,0,2,5,4,5,5,5,1,8,4,3,5,7,6,13,14,11,6,24,27,31,30,14,2,-13,-7,-23,-25,-28,-30,-40,-47
Hertfordshire,Parks,E10000015,Hertfordshire,E10,County,-27,26,21,6,-4,23,-8,-8,-2,8,6,-1,-9,-19,29,11,12,-2,1,28,6,20,4,7,11,-9,0,-15,-23,10,1,-5,-25,1,4,27,0,-5,0,-1,-8,-48,-46
Hertfordshire,Transit stations,E10000015,Hertfordshire,E10,County,-6,-4,-6,-6,-10,-6,2,6,-6,-1,-3,-3,-2,-5,9,-3,-3,-2,-5,-2,4,4,-7,-6,-9,-12,-15,-16,-13,-23,-36,-43,-47,-48,-48,-46,-59,-69,-73,-74,-74,-74,-73
Hertfordshire,Workplace,E10000015,Hertfordshire,E10,County,-6,-17,-17,-17,-18,-18,-3,-3,-1,1,1,-1,-1,-2,0,1,1,1,0,0,0,0,-1,-1,-1,-3,-6,-3,-5,-11,-21,-28,-33,-34,-26,-32,-52,-64,-68,-70,-69,-58,-56
Hertfordshire,Residential,E10000015,Hertfordshire,E10,County,1,2,3,3,3,3,0,0,1,0,0,1,1,1,-1,0,0,1,1,0,0,0,1,1,2,2,3,3,3,5,10,13,15,16,12,10,21,28,30,31,31,21,16
Highland Council,Retail & recreation,S12000017,Highland,S12,Council Area,5,18,14,15,7,2,-1,4,0,2,5,2,8,15,16,11,11,13,11,7,10,27,11,6,6,1,6,5,10,7,-6,-7,-14,-19,-44,-52,-42,-69,-74,-74,-76,-84,-83
Highland Council,Grocery & pharmacy,S12000017,Highland,S12,Council Area,-2,7,7,4,4,1,-1,1,0,5,-1,1,3,4,6,4,5,6,8,4,8,6,7,7,5,10,9,9,14,21,23,18,20,8,4,-12,-10,-28,-34,-34,-34,-42,-47
Highland Council,Parks,S12000017,Highland,S12,Council Area,7,36,35,46,29,11,-4,13,6,18,17,13,14,23,21,26,24,35,30,35,17,40,27,19,17,14,41,26,25,24,13,27,32,40,16,22,-6,-35,-36,-24,-31,-55,-48
Highland Council,Transit stations,S12000017,Highland,S12,Council Area,-2,15,11,16,11,2,-3,6,7,6,6,6,8,10,12,8,12,13,11,9,7,18,13,7,5,5,8,4,8,-1,-8,-7,-10,-21,-29,-33,-40,-55,-60,-60,-65,-70,-70
Highland Council,Workplace,S12000017,Highland,S12,Council Area,-3,-20,-17,-12,-1,-2,-2,1,-1,1,1,-1,-1,2,1,1,2,2,1,0,1,4,0,0,-1,-1,-2,-1,-2,-4,-8,-15,-19,-20,-20,-26,-39,-56,-64,-67,-67,-56,-53
Highland Council,Residential,S12000017,Highland,S12,Council Area,1,2,2,2,1,1,2,0,1,0,0,2,0,0,0,0,-1,0,0,-1,0,-1,0,0,1,1,1,1,1,2,4,7,8,8,8,7,13,19,23,24,24,NA,NA
Inverclyde,Retail & recreation,S12000018,Inverclyde,S12,Council Area,2,-2,-3,-2,0,-13,-6,1,-4,3,2,3,0,4,6,12,9,16,8,7,4,13,3,0,0,-2,3,1,12,1,-11,-10,-9,-15,-41,-39,-46,-76,-77,-80,-78,-86,-83
Inverclyde,Grocery & pharmacy,S12000018,Inverclyde,S12,Council Area,-1,9,6,2,3,4,3,-2,8,8,1,4,2,2,-2,10,5,11,5,5,-2,-2,11,6,5,9,14,5,9,12,17,22,20,10,10,-11,-8,-25,-28,-28,-23,-33,-37
Inverclyde,Parks,S12000018,Inverclyde,S12,Council Area,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Inverclyde,Transit stations,S12000018,Inverclyde,S12,Council Area,-18,6,9,5,2,-10,-16,12,3,11,7,1,7,-3,-5,14,10,7,4,8,5,15,10,3,1,-8,7,-7,10,2,-12,-21,-16,-17,-24,-13,-34,-58,-62,-65,-65,-62,-58
Inverclyde,Workplace,S12000018,Inverclyde,S12,Council Area,-2,2,2,1,1,-1,1,4,1,2,2,3,0,4,6,2,1,0,1,-1,2,-2,-1,-1,0,0,-3,0,-4,-9,-13,-20,-22,-24,-22,-26,-43,-59,-64,-66,-67,-56,-52
Inverclyde,Residential,S12000018,Inverclyde,S12,Council Area,NA,0,0,1,1,2,NA,NA,1,0,1,0,1,NA,NA,0,-1,-1,0,0,NA,NA,0,1,1,1,1,NA,NA,4,6,8,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isle of Anglesey,Retail & recreation,W06000001,Isle of Anglesey,W06,Unitary Authority,12,26,29,13,28,10,3,3,5,2,5,11,-2,-1,23,17,13,12,18,14,9,15,6,5,7,14,6,2,14,11,-2,-10,-6,-8,-40,-44,-30,-64,-71,-65,-70,-79,-84
Isle of Anglesey,Grocery & pharmacy,W06000001,Isle of Anglesey,W06,Unitary Authority,5,12,13,4,12,3,5,-1,5,7,-2,3,0,10,8,8,7,6,10,10,9,11,6,8,8,16,17,22,23,25,29,15,28,16,21,-1,-3,-17,-31,-25,-29,-41,-48
Isle of Anglesey,Parks,W06000001,Isle of Anglesey,W06,Unitary Authority,NA,NA,NA,10,48,10,-1,14,-2,12,0,17,-6,-6,19,32,NA,11,47,38,12,35,-2,NA,6,24,50,21,59,NA,NA,18,50,50,33,48,21,-14,-16,-9,-37,-65,-65
Isle of Anglesey,Transit stations,W06000001,Isle of Anglesey,W06,Unitary Authority,4,11,9,4,3,1,14,7,3,10,2,5,1,-3,1,-3,0,0,10,5,-1,3,2,2,1,8,4,5,-5,-3,-6,-11,-9,-14,-13,-13,-27,-33,-45,-52,-54,-60,-63
Isle of Anglesey,Workplace,W06000001,Isle of Anglesey,W06,Unitary Authority,0,-18,-17,-18,-19,-17,8,6,-2,1,-1,0,1,6,4,-1,3,0,-1,2,9,8,3,1,0,-1,-1,3,1,-4,-9,-15,-19,-18,-13,-20,-35,-50,-57,-59,-59,-45,-46
Isle of Anglesey,Residential,W06000001,Isle of Anglesey,W06,Unitary Authority,NA,2,2,4,3,NA,NA,NA,1,0,0,0,1,NA,NA,0,0,1,0,0,NA,NA,1,0,1,1,1,NA,NA,3,5,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isle of Wight,Retail & recreation,E06000046,Isle of Wight,E06,Unitary Authority,-10,21,18,14,18,11,0,-5,-5,-2,2,8,-2,10,14,13,7,-1,-5,7,3,6,7,1,1,5,1,0,-5,8,-8,-17,-16,-28,-47,-56,-42,-73,-76,-75,-79,-86,-88
Isle of Wight,Grocery & pharmacy,E06000046,Isle of Wight,E06,Unitary Authority,-1,12,5,6,4,5,3,3,-1,6,1,4,2,6,5,9,3,3,2,6,7,7,8,6,3,11,8,12,13,22,20,21,24,9,10,-6,-4,-27,-31,-31,-33,-40,-47
Isle of Wight,Parks,E06000046,Isle of Wight,E06,Unitary Authority,-31,71,65,37,41,47,8,-6,-8,8,15,15,-13,-4,16,29,26,-7,-14,32,11,18,20,6,14,24,25,22,5,65,30,9,23,-2,3,14,14,-7,-14,-11,-30,-50,-57
Isle of Wight,Transit stations,E06000046,Isle of Wight,E06,Unitary Authority,-15,15,12,14,7,22,11,18,6,4,5,7,2,-5,14,12,7,0,-2,15,6,9,10,7,3,6,7,0,2,11,-7,-17,-17,-24,-36,-34,-33,-53,-60,-63,-67,-70,-76
Isle of Wight,Workplace,E06000046,Isle of Wight,E06,Unitary Authority,-2,-15,-15,-15,-16,-16,0,3,1,2,3,1,0,0,5,3,3,2,-1,1,2,3,2,2,2,0,-1,1,-3,-3,-5,-11,-16,-18,-22,-26,-36,-50,-57,-61,-61,-56,-54
Isle of Wight,Residential,E06000046,Isle of Wight,E06,Unitary Authority,NA,2,2,2,3,2,1,NA,1,0,0,0,1,1,NA,0,0,1,2,0,0,NA,0,1,1,1,1,2,NA,1,4,6,7,9,NA,NA,12,18,20,21,22,NA,NA
Kent,Retail & recreation,E10000016,Kent,E10,County,-16,10,11,10,7,6,-3,-5,-2,2,1,0,0,-1,7,3,4,1,-7,4,0,3,2,1,1,2,-1,-8,-10,0,-8,-13,-14,-25,-45,-55,-41,-67,-70,-71,-73,-82,-86
Kent,Grocery & pharmacy,E10000016,Kent,E10,County,-13,0,-2,-2,-4,-1,-3,-5,-2,4,-1,-1,0,-1,1,3,2,3,-3,6,1,1,5,4,5,12,11,8,8,22,26,28,28,12,5,-13,-5,-22,-23,-28,-29,-40,-49
Kent,Parks,E10000016,Kent,E10,County,-50,20,26,16,-3,26,-8,-19,-11,1,0,-8,-13,-26,20,8,13,0,-17,30,4,7,16,7,22,14,18,-9,3,34,21,15,2,3,5,12,10,-3,-2,-8,-17,-53,-62
Kent,Transit stations,E10000016,Kent,E10,County,-11,1,-1,-3,-3,0,4,6,-1,-1,-2,-1,-2,-4,5,1,-1,-2,-3,4,2,1,1,-5,-2,-4,-6,-13,-11,-9,-18,-26,-30,-32,-35,-36,-41,-54,-56,-59,-62,-65,-68
Kent,Workplace,E10000016,Kent,E10,County,-7,-19,-18,-18,-19,-19,-2,-2,-2,1,0,-1,-1,0,1,1,1,0,-1,0,1,0,0,0,-1,-2,-4,-2,-4,-7,-13,-20,-24,-26,-23,-29,-43,-56,-62,-64,-64,-54,-53
Kent,Residential,E10000016,Kent,E10,County,2,3,2,3,3,3,0,0,2,0,0,1,1,1,-1,1,0,1,2,0,0,0,1,1,1,2,2,2,2,4,6,9,11,12,10,8,17,23,25,26,27,19,15
Kingston upon Hull,Retail & recreation,E06000010,"Kingston upon Hull, City of",E06,Unitary Authority,3,7,10,9,6,10,-3,-1,-5,-2,2,7,1,5,8,3,4,6,2,1,-1,2,0,0,1,5,-1,-6,-2,0,-5,-13,-12,-19,-41,-50,-37,-65,-68,-69,-71,-81,-82
Kingston upon Hull,Grocery & pharmacy,E06000010,"Kingston upon Hull, City of",E06,Unitary Authority,-5,0,-1,-3,-1,-1,0,1,-3,3,-1,5,2,5,6,4,3,4,6,5,2,6,1,7,5,11,11,8,11,21,25,25,30,14,7,-11,-8,-22,-24,-27,-27,-38,-45
Kingston upon Hull,Parks,E06000010,"Kingston upon Hull, City of",E06,Unitary Authority,-26,-7,6,-5,-22,-11,-4,-15,-16,6,5,-4,-15,-20,12,0,2,10,0,21,19,9,0,8,4,0,1,-11,7,3,14,-20,-8,-2,-18,7,-23,-15,-27,-28,-35,-64,-49
Kingston upon Hull,Transit stations,E06000010,"Kingston upon Hull, City of",E06,Unitary Authority,9,-2,-1,-8,-3,0,4,3,-1,0,2,2,3,11,12,3,-3,-2,-3,4,4,9,-1,0,-2,-1,-1,-8,1,-5,-16,-24,-26,-26,-37,-30,-44,-56,-60,-63,-64,-70,-71
Kingston upon Hull,Workplace,E06000010,"Kingston upon Hull, City of",E06,Unitary Authority,-4,-10,-10,-11,-11,-11,2,-2,1,3,2,3,3,4,1,3,5,2,3,3,5,0,2,3,2,2,1,2,-2,-1,-6,-11,-14,-17,-17,-23,-31,-46,-54,-57,-58,-50,-51
Kingston upon Hull,Residential,E06000010,"Kingston upon Hull, City of",E06,Unitary Authority,1,2,2,2,3,2,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,1,1,0,0,1,1,1,1,3,6,6,8,8,6,12,19,22,22,24,18,14
Lancashire,Retail & recreation,E10000017,Lancashire,E10,County,1,8,8,1,3,-3,-3,0,-5,0,0,3,0,1,8,4,4,4,6,7,2,10,-2,0,0,1,3,-6,1,0,-6,-14,-10,-17,-43,-49,-39,-68,-71,-72,-74,-83,-84
Lancashire,Grocery & pharmacy,E10000017,Lancashire,E10,County,-3,-1,-1,-4,-2,-4,-2,-2,-1,6,-1,1,2,0,2,3,4,6,5,5,1,3,1,4,3,10,12,7,10,19,24,23,24,12,8,-9,-5,-22,-24,-26,-27,-37,-44
Lancashire,Parks,E10000017,Lancashire,E10,County,2,31,29,2,14,-2,0,6,-5,13,8,17,-8,3,15,14,22,22,38,47,27,54,5,15,11,19,43,20,33,37,29,5,47,48,33,69,24,12,11,20,-4,-43,-39
Lancashire,Transit stations,E10000017,Lancashire,E10,County,-3,-4,-4,-10,-9,-8,-3,3,-4,-1,-4,-2,-1,0,4,0,-2,-1,-2,4,3,8,-3,-3,-5,-7,-2,-8,-2,-9,-17,-24,-25,-27,-35,-27,-43,-55,-59,-62,-65,-71,-71
Lancashire,Workplace,E10000017,Lancashire,E10,County,0,-17,-16,-17,-18,-19,-1,0,-2,0,0,0,-1,1,2,1,1,1,1,1,1,2,0,0,0,0,-3,0,-1,-4,-8,-15,-19,-21,-20,-25,-37,-51,-58,-60,-61,-53,-52
Lancashire,Residential,E10000017,Lancashire,E10,County,0,3,3,3,4,4,1,0,2,1,1,1,1,0,-1,0,0,0,0,0,0,-1,1,1,1,1,1,2,1,2,5,8,9,9,9,7,14,21,24,25,25,18,14
Leicester,Retail & recreation,E06000016,Leicester,E06,Unitary Authority,-6,7,7,1,3,2,1,-1,-5,-3,-4,0,-4,2,3,2,-1,12,-1,2,-5,4,14,-2,-2,-2,-5,-17,-17,-5,-16,-25,-19,-30,-54,-54,-46,-68,-72,-73,-75,-85,-84
Leicester,Grocery & pharmacy,E06000016,Leicester,E06,Unitary Authority,-5,1,-4,-5,-3,-3,-3,-4,-4,0,-3,0,-5,2,3,4,1,2,1,5,6,11,5,10,6,15,18,15,8,24,22,27,38,15,-1,-14,-7,-21,-26,-28,-30,-41,-47
Leicester,Parks,E06000016,Leicester,E06,Unitary Authority,-22,11,5,-7,-12,7,1,2,-12,1,1,4,-22,-6,10,6,-7,-7,-6,16,3,16,30,-1,0,-2,0,-2,-24,14,-7,-33,-15,-15,-21,23,-1,-17,-13,-16,-28,-56,-45
Leicester,Transit stations,E06000016,Leicester,E06,Unitary Authority,-8,-7,-8,-10,-11,-3,-4,-5,-3,-3,-2,-4,0,-3,-2,-1,-4,0,-5,-1,-7,-6,-4,-7,-9,-9,-11,-18,-20,-17,-25,-36,-37,-41,-51,-51,-54,-67,-72,-74,-75,-78,-80
Leicester,Workplace,E06000016,Leicester,E06,Unitary Authority,-2,-13,-12,-13,-14,-15,-1,0,-2,0,0,-2,-2,1,3,0,1,1,0,1,4,5,0,0,-1,-1,-3,1,-1,-7,-11,-18,-21,-25,-21,-26,-41,-53,-59,-61,-63,-54,-51
Leicester,Residential,E06000016,Leicester,E06,Unitary Authority,1,2,2,3,3,3,0,0,1,0,1,1,1,0,-1,0,0,0,1,0,0,0,1,1,1,1,2,2,2,3,5,8,8,10,10,8,15,20,23,24,26,19,15
Leicestershire,Retail & recreation,E10000018,Leicestershire,E10,County,-8,11,10,7,5,7,-4,3,-3,2,2,5,1,4,11,6,3,3,3,8,3,10,0,2,3,4,3,-2,-5,3,-6,-15,-13,-20,-42,-49,-37,-68,-70,-71,-74,-82,-83
Leicestershire,Grocery & pharmacy,E10000018,Leicestershire,E10,County,-7,0,-1,-3,-2,2,-1,0,0,7,0,2,2,4,4,3,4,5,4,5,4,5,3,7,7,13,14,11,9,25,29,29,35,17,7,-11,-3,-20,-21,-25,-27,-38,-45
Leicestershire,Parks,E10000018,Leicestershire,E10,County,-44,16,17,-1,-8,6,-12,-16,-9,-1,-6,1,-20,-9,-2,7,-1,-9,-3,12,12,17,-7,4,5,0,5,-1,-28,21,1,-25,-3,0,-3,15,4,-11,-8,-3,-19,-55,-54
Leicestershire,Transit stations,E10000018,Leicestershire,E10,County,3,4,0,-2,-2,3,0,7,1,0,2,-1,-1,-2,6,1,-2,0,0,5,5,7,-1,-3,-4,-3,-3,-10,-15,-11,-20,-26,-24,-30,-35,-36,-41,-50,-56,-58,-63,-70,-72
Leicestershire,Workplace,E10000018,Leicestershire,E10,County,-3,-17,-15,-17,-18,-18,-2,-1,-1,1,0,0,-1,0,2,1,1,1,1,1,2,2,1,0,0,0,-2,-3,-4,-5,-10,-17,-21,-23,-24,-27,-41,-55,-62,-64,-64,-57,-55
Leicestershire,Residential,E10000018,Leicestershire,E10,County,1,2,2,3,3,3,0,0,1,1,1,0,1,0,-1,0,0,0,0,0,0,-1,0,1,1,1,2,1,2,3,6,10,10,11,10,8,16,24,26,27,28,19,15
Lincolnshire,Retail & recreation,E10000019,Lincolnshire,E10,County,-9,11,11,8,5,10,-1,0,-3,3,2,2,2,0,9,5,5,6,2,11,8,14,4,5,5,3,9,2,1,6,-2,-14,-12,-15,-40,-49,-35,-67,-70,-71,-72,-82,-84
Lincolnshire,Grocery & pharmacy,E10000019,Lincolnshire,E10,County,-7,0,-1,-2,0,-1,-1,-3,-1,5,-2,1,-1,2,2,3,1,4,4,6,5,5,4,6,4,11,12,11,11,24,25,23,27,13,9,-7,-3,-21,-25,-27,-27,-38,-45
Lincolnshire,Parks,E10000019,Lincolnshire,E10,County,-26,30,31,22,11,20,3,-2,-6,3,9,6,-11,-4,27,17,14,22,16,45,46,55,19,22,29,28,63,62,29,41,29,5,32,37,29,19,7,-16,-20,-17,-34,-57,-63
Lincolnshire,Transit stations,E10000019,Lincolnshire,E10,County,-4,-1,-3,-6,-4,0,8,13,-6,2,2,1,2,-5,6,6,2,3,2,6,11,10,2,0,1,-1,3,-4,2,-3,-12,-24,-20,-23,-29,-20,-38,-54,-57,-58,-62,-68,-67
Lincolnshire,Workplace,E10000019,Lincolnshire,E10,County,-4,-17,-17,-16,-18,-17,-1,-1,-1,1,0,0,-1,1,3,1,1,1,1,1,3,2,0,1,0,1,-1,4,0,-3,-7,-13,-17,-19,-17,-21,-34,-48,-55,-57,-57,-49,-47
Lincolnshire,Residential,E10000019,Lincolnshire,E10,County,1,3,3,3,3,3,0,0,2,1,1,1,1,1,0,0,0,0,1,0,0,-1,1,1,1,1,1,1,1,2,4,7,7,9,8,7,13,18,21,21,23,17,13
Lisburn and Castlereagh,Retail & recreation,N09000007,Lisburn and Castlereagh,N09,Local Government District,0,15,17,5,8,7,-6,-4,2,-1,6,7,4,-3,4,3,7,5,2,2,-3,0,-1,1,-1,0,-3,-18,-15,1,-12,-18,-21,-27,-47,-54,-36,-69,-74,-75,-77,-82,-87
Lisburn and Castlereagh,Grocery & pharmacy,N09000007,Lisburn and Castlereagh,N09,Local Government District,-11,-7,-5,-7,-5,-7,-5,-9,0,4,-2,0,1,-3,-4,-1,2,0,1,2,-1,-4,3,7,6,29,17,6,-4,21,5,9,9,3,5,-18,-10,-20,-26,-28,-29,-30,-45
Lisburn and Castlereagh,Parks,N09000007,Lisburn and Castlereagh,N09,Local Government District,NA,NA,NA,NA,NA,NA,-57,-34,NA,NA,NA,NA,NA,-52,-43,NA,NA,NA,NA,NA,-41,-38,NA,NA,NA,NA,NA,-37,-15,NA,NA,NA,NA,NA,-43,-30,NA,NA,NA,NA,NA,-76,-79
Lisburn and Castlereagh,Transit stations,N09000007,Lisburn and Castlereagh,N09,Local Government District,-5,-13,-11,-10,-11,-9,-8,2,-8,-1,2,5,-1,-4,4,-1,5,6,5,2,-2,4,-11,-5,-5,-5,-11,-32,-14,-23,-53,-35,-38,-34,-46,-38,-50,-60,-64,-65,-67,-67,-61
Lisburn and Castlereagh,Workplace,N09000007,Lisburn and Castlereagh,N09,Local Government District,-5,-17,-16,-14,-15,-16,-1,-3,-2,1,1,0,-1,1,-3,2,1,0,0,0,3,-1,0,0,-2,-3,-5,-3,-6,-18,-54,-22,-26,-29,-22,-33,-44,-58,-65,-68,-68,-59,-56
Lisburn and Castlereagh,Residential,N09000007,Lisburn and Castlereagh,N09,Local Government District,NA,2,3,3,3,2,1,NA,1,1,0,0,0,1,NA,0,0,0,0,0,0,NA,1,1,1,2,3,NA,NA,7,19,11,14,14,NA,NA,18,26,28,30,30,NA,NA
Luton,Retail & recreation,E06000032,Luton,E06,Unitary Authority,-4,9,9,2,2,3,-3,-1,-3,2,-2,-4,1,7,5,4,3,0,-4,4,-3,2,-1,-1,-1,-3,-2,-8,-11,-4,-9,-16,-14,-23,-41,-50,-43,-65,-69,-69,-71,-77,-79
Luton,Grocery & pharmacy,E06000032,Luton,E06,Unitary Authority,-7,0,-2,-6,-7,-5,-1,-3,-1,3,-2,1,1,7,2,5,4,5,-2,6,3,5,4,8,9,13,13,18,13,27,29,33,40,16,9,-6,-4,-13,-20,-22,-22,-30,-39
Luton,Parks,E06000032,Luton,E06,Unitary Authority,NA,NA,NA,NA,NA,NA,-4,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-48,-41
Luton,Transit stations,E06000032,Luton,E06,Unitary Authority,-5,7,7,4,4,-5,-5,-2,5,9,8,6,1,2,2,5,1,0,-1,-3,-6,-5,-4,-4,-9,-16,-25,-30,-40,-36,-42,-52,-58,-64,-73,-79,-74,-76,-81,-83,-86,-87,-90
Luton,Workplace,E06000032,Luton,E06,Unitary Authority,-4,-15,-14,-15,-17,-16,-2,-2,-1,2,1,-1,1,4,2,2,3,3,2,3,3,3,3,3,3,2,0,0,0,-5,-9,-15,-22,-26,-19,-23,-42,-53,-59,-61,-61,-51,-49
Luton,Residential,E06000032,Luton,E06,Unitary Authority,1,2,2,3,3,3,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,2,2,3,3,6,8,10,12,10,9,17,22,25,26,27,19,NA
Medway,Retail & recreation,E06000035,Medway,E06,Unitary Authority,-16,11,14,13,9,8,-2,-2,-1,5,4,0,3,3,12,4,7,2,-9,4,0,4,0,4,3,0,-3,-7,-8,-3,-8,-15,-15,-24,-43,-52,-39,-68,-70,-72,-74,-81,-85
Medway,Grocery & pharmacy,E06000035,Medway,E06,Unitary Authority,-8,6,2,1,0,7,5,3,6,11,6,7,9,7,11,11,8,7,1,16,8,7,13,11,11,17,20,15,11,32,31,39,42,24,16,-3,3,-13,-18,-21,-19,-32,-40
Medway,Parks,E06000035,Medway,E06,Unitary Authority,-61,17,26,12,-14,43,12,-4,-10,11,12,-12,-3,-19,31,10,16,8,-33,35,12,7,13,3,20,12,34,-4,-3,36,16,13,-15,5,-7,-13,14,-4,-7,-19,-9,-50,-67
Medway,Transit stations,E06000035,Medway,E06,Unitary Authority,-24,1,0,-2,-2,-2,8,3,0,1,0,-1,2,6,16,2,0,-1,-6,7,6,-1,-1,-4,-1,-5,-8,-12,-11,-12,-22,-29,-34,-34,-35,-37,-44,-60,-63,-65,-66,-67,-71
Medway,Workplace,E06000035,Medway,E06,Unitary Authority,-7,-16,-16,-16,-17,-17,-3,-1,0,1,2,1,1,0,2,2,1,2,1,2,1,3,1,0,1,0,-1,-2,-1,-6,-11,-18,-21,-23,-19,-26,-41,-53,-58,-61,-61,-52,-51
Medway,Residential,E06000035,Medway,E06,Unitary Authority,2,3,3,2,4,3,0,0,1,0,0,1,0,0,-1,0,0,0,2,0,0,0,1,1,1,1,2,2,2,3,6,9,10,12,10,8,16,23,25,26,27,19,15
Merseyside,Retail & recreation,E11000002,Merseyside,E11,Metropolitan County,-3,8,10,3,4,5,-1,-3,10,2,0,1,4,7,13,4,3,5,4,10,6,4,-3,2,15,1,2,-7,-6,-1,-8,-17,-17,-23,-48,-56,-44,-68,-71,-72,-72,-81,-83
Merseyside,Grocery & pharmacy,E11000002,Merseyside,E11,Metropolitan County,-3,-1,-1,-4,-2,-2,-1,-3,-1,6,0,2,2,1,3,3,4,5,6,6,2,4,2,8,5,12,13,10,11,21,23,25,28,13,7,-10,-7,-21,-24,-25,-25,-35,-42
Merseyside,Parks,E11000002,Merseyside,E11,Metropolitan County,-17,28,17,-6,-1,-5,-13,-10,0,1,-2,1,-6,2,22,16,-5,-6,10,23,-7,9,-16,-7,4,10,11,2,14,18,0,-21,1,4,-12,10,-19,-23,-11,-12,-20,-58,-53
Merseyside,Transit stations,E11000002,Merseyside,E11,Metropolitan County,-7,2,1,-4,-5,-1,2,-2,3,6,0,0,3,13,12,3,0,0,0,7,11,5,-2,0,4,-2,-3,-7,-13,-12,-22,-31,-34,-38,-48,-51,-52,-62,-67,-69,-69,-73,-74
Merseyside,Workplace,E11000002,Merseyside,E11,Metropolitan County,-1,-15,-15,-16,-17,-17,-2,-1,-1,1,0,0,-1,1,1,0,0,1,0,2,0,1,1,0,1,-1,-1,-1,-2,-6,-11,-18,-23,-25,-24,-28,-43,-56,-62,-64,-64,-56,-54
Merseyside,Residential,E11000002,Merseyside,E11,Metropolitan County,1,2,2,3,3,3,1,0,1,1,0,0,1,0,-1,0,0,0,0,-1,0,-1,1,1,0,1,1,2,1,3,5,8,9,10,10,8,16,22,24,25,26,19,15
Merthyr Tydfil County Borough,Retail & recreation,W06000024,Merthyr Tydfil,W06,Unitary Authority,-32,7,11,8,9,9,-1,-2,-3,-5,1,1,-8,6,2,7,5,5,4,0,-1,-4,0,1,-2,-3,-6,-7,-10,1,-12,-15,-15,-24,-41,-54,-38,-76,-79,-78,-80,-86,-89
Merthyr Tydfil County Borough,Grocery & pharmacy,W06000024,Merthyr Tydfil,W06,Unitary Authority,-16,3,-1,-1,-3,2,-2,1,0,6,-2,1,1,7,5,5,3,4,5,5,0,2,2,4,6,12,9,4,2,15,12,19,24,8,2,-19,-15,-33,-34,-38,-35,-47,-50
Merthyr Tydfil County Borough,Parks,W06000024,Merthyr Tydfil,W06,Unitary Authority,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Merthyr Tydfil County Borough,Transit stations,W06000024,Merthyr Tydfil,W06,Unitary Authority,NA,-15,-7,-7,-16,-3,-5,NA,-4,9,1,6,-1,-5,NA,13,12,4,11,12,-2,NA,3,4,3,1,3,-5,NA,1,-15,-19,-26,-19,-20,NA,-35,-49,-61,-54,-56,-64,-54
Merthyr Tydfil County Borough,Workplace,W06000024,Merthyr Tydfil,W06,Unitary Authority,-11,-17,-14,-16,-17,-16,-2,-3,-2,3,0,1,-2,3,0,0,2,-1,0,0,-2,2,-2,-1,0,-2,-4,-4,0,-5,-8,-16,-19,-23,-25,-26,-36,-48,-55,-58,-57,-53,-52
